name,url
Charley Patton,https://en.wikipedia.org/wiki/Charley_Patton
Piano Red,https://en.wikipedia.org/wiki/Piano_Red
Buster Pickens,https://en.wikipedia.org/wiki/Buster_Pickens
Joe Pullum,https://en.wikipedia.org/wiki/Joe_Pullum
Ma Rainey,https://en.wikipedia.org/wiki/Ma_Rainey
Red Nelson,https://en.wikipedia.org/wiki/Red_Nelson_(musician)
Walter Roland,https://en.wikipedia.org/wiki/Walter_Roland
Jimmy Rushing,https://en.wikipedia.org/wiki/Jimmy_Rushing
Dan Sane,https://en.wikipedia.org/wiki/Dan_Sane
Alec Seward,https://en.wikipedia.org/wiki/Alec_Seward
Robert Shaw,https://en.wikipedia.org/wiki/Robert_Shaw_(blues_musician)
J.D. Short,https://en.wikipedia.org/wiki/J.D._Short
"Henry ""Son"" Sims",https://en.wikipedia.org/wiki/Henry_%22Son%22_Sims
Bessie Smith,https://en.wikipedia.org/wiki/Bessie_Smith
Clara Smith,https://en.wikipedia.org/wiki/Clara_Smith
"J. T. ""Funny Papa"" Smith",https://en.wikipedia.org/wiki/J._T._Smith_(musician)
Mamie Smith,https://en.wikipedia.org/wiki/Mamie_Smith
Pinetop Sparks,https://en.wikipedia.org/wiki/Pinetop_Sparks
Speckled Red,https://en.wikipedia.org/wiki/Speckled_Red
Victoria Spivey,https://en.wikipedia.org/wiki/Victoria_Spivey
Frank Stokes,https://en.wikipedia.org/wiki/Frank_Stokes_(musician)
Roosevelt Sykes,https://en.wikipedia.org/wiki/Roosevelt_Sykes
Tampa Red,https://en.wikipedia.org/wiki/Tampa_Red
Johnny Temple,https://en.wikipedia.org/wiki/Johnny_Temple_(musician)
Henry Thomas,https://en.wikipedia.org/wiki/Henry_Thomas_(blues_musician)
Ramblin' Thomas,https://en.wikipedia.org/wiki/Ramblin%27_Thomas
Henry Townsend,https://en.wikipedia.org/wiki/Henry_Townsend_(musician)
Willie Trice,https://en.wikipedia.org/wiki/Willie_Trice
Bessie Tucker,https://en.wikipedia.org/wiki/Bessie_Tucker
Walter Vinson,https://en.wikipedia.org/wiki/Walter_Vinson
Sippie Wallace,https://en.wikipedia.org/wiki/Sippie_Wallace
Washboard Sam,https://en.wikipedia.org/wiki/Washboard_Sam
Ethel Waters,https://en.wikipedia.org/wiki/Ethel_Waters
Curley Weaver,https://en.wikipedia.org/wiki/Curley_Weaver
Sylvester Weaver,https://en.wikipedia.org/wiki/Sylvester_Weaver_(musician)
Casey Bill Weldon,https://en.wikipedia.org/wiki/Casey_Bill_Weldon
Peetie Wheatstraw,https://en.wikipedia.org/wiki/Peetie_Wheatstraw
Bukka White,https://en.wikipedia.org/wiki/Bukka_White
Josh White,https://en.wikipedia.org/wiki/Josh_White
Big Joe Williams,https://en.wikipedia.org/wiki/Big_Joe_Williams
Sonny Boy Williamson I,https://en.wikipedia.org/wiki/Sonny_Boy_Williamson_I
Ralph Willis,https://en.wikipedia.org/wiki/Ralph_Willis_(blues_musician)
"Oscar ""Buddy"" Woods",https://en.wikipedia.org/wiki/Oscar_%22Buddy%22_Woods
The Aces,https://en.wikipedia.org/wiki/The_Aces_(blues_band)
Woodrow Adams,https://en.wikipedia.org/wiki/Woodrow_Adams
Luther Allison,https://en.wikipedia.org/wiki/Luther_Allison
Mose Allison,https://en.wikipedia.org/wiki/Mose_Allison
Kip Anderson,https://en.wikipedia.org/wiki/Kip_Anderson
Etta Baker,https://en.wikipedia.org/wiki/Etta_Baker
John Henry Barbee,https://en.wikipedia.org/wiki/John_Henry_Barbee
Lou Ann Barton,https://en.wikipedia.org/wiki/Lou_Ann_Barton
Johnnie Bassett,https://en.wikipedia.org/wiki/Johnnie_Bassett
Lefty Bates,https://en.wikipedia.org/wiki/Lefty_Bates
Carey Bell,https://en.wikipedia.org/wiki/Carey_Bell
Buster Benton,https://en.wikipedia.org/wiki/Buster_Benton
Roy Book Binder,https://en.wikipedia.org/wiki/Roy_Book_Binder
Elvin Bishop,https://en.wikipedia.org/wiki/Elvin_Bishop
Bobby Bland,https://en.wikipedia.org/wiki/Bobby_Bland
Rory Block,https://en.wikipedia.org/wiki/Rory_Block
Mike Bloomfield,https://en.wikipedia.org/wiki/Mike_Bloomfield
Boogie Woogie Red,https://en.wikipedia.org/wiki/Boogie_Woogie_Red
Eddie Boyd,https://en.wikipedia.org/wiki/Eddie_Boyd
Lonnie Brooks,https://en.wikipedia.org/wiki/Lonnie_Brooks
Charles Brown,https://en.wikipedia.org/wiki/Charles_Brown_(musician)
"Clarence ""Gatemouth"" Brown",https://en.wikipedia.org/wiki/Clarence_%22Gatemouth%22_Brown
Roy Brown,https://en.wikipedia.org/wiki/Roy_Brown_(blues_musician)
Walter Brown,https://en.wikipedia.org/wiki/Walter_Brown_(singer)
Roy Buchanan,https://en.wikipedia.org/wiki/Roy_Buchanan
"George ""Mojo"" Buford",https://en.wikipedia.org/wiki/George_%22Mojo%22_Buford
"Eddie ""Guitar"" Burns",https://en.wikipedia.org/wiki/Eddie_%22Guitar%22_Burns
R. L. Burnside,https://en.wikipedia.org/wiki/R._L._Burnside
Aron Burton,https://en.wikipedia.org/wiki/Aron_Burton
Paul Butterfield,https://en.wikipedia.org/wiki/Paul_Butterfield
Carolina Slim,https://en.wikipedia.org/wiki/Carolina_Slim
Eric Clapton,https://en.wikipedia.org/wiki/Eric_Clapton
Willie Cobbs,https://en.wikipedia.org/wiki/Willie_Cobbs
Albert Collins,https://en.wikipedia.org/wiki/Albert_Collins
Johnny Copeland,https://en.wikipedia.org/wiki/Johnny_Copeland
James Cotton,https://en.wikipedia.org/wiki/James_Cotton
Pee Wee Crayton,https://en.wikipedia.org/wiki/Pee_Wee_Crayton
"Arthur ""Big Boy"" Crudup",https://en.wikipedia.org/wiki/Arthur_%22Big_Boy%22_Crudup
James Crutchfield,https://en.wikipedia.org/wiki/James_Crutchfield
Cyril Davies,https://en.wikipedia.org/wiki/Cyril_Davies
Blind John Davis,https://en.wikipedia.org/wiki/Blind_John_Davis
"James ""Thunderbird"" Davis",https://en.wikipedia.org/wiki/James_%22Thunderbird%22_Davis
Larry Davis,https://en.wikipedia.org/wiki/Larry_Davis_(blues_musician)
Maxwell Street Jimmy Davis,https://en.wikipedia.org/wiki/Maxwell_Street_Jimmy_Davis
Jimmy Dawkins,https://en.wikipedia.org/wiki/Jimmy_Dawkins
Floyd Dixon,https://en.wikipedia.org/wiki/Floyd_Dixon
Willie Dixon,https://en.wikipedia.org/wiki/Willie_Dixon
Champion Jack Dupree,https://en.wikipedia.org/wiki/Champion_Jack_Dupree
Big Joe Duskin,https://en.wikipedia.org/wiki/Big_Joe_Duskin
Johnny Dyer,https://en.wikipedia.org/wiki/Johnny_Dyer
Snooks Eaglin,https://en.wikipedia.org/wiki/Snooks_Eaglin
Archie Edwards,https://en.wikipedia.org/wiki/Archie_Edwards
"David ""Honeyboy"" Edwards",https://en.wikipedia.org/wiki/David_%22Honeyboy%22_Edwards
"Robert ""Big Mojo"" Elem",https://en.wikipedia.org/wiki/Robert_%22Big_Mojo%22_Elem
Margie Evans,https://en.wikipedia.org/wiki/Margie_Evans
The Fabulous Thunderbirds,https://en.wikipedia.org/wiki/The_Fabulous_Thunderbirds
Turner Foddrell,https://en.wikipedia.org/wiki/Turner_Foddrell
Forest City Joe,https://en.wikipedia.org/wiki/Forest_City_Joe
"""Baby Face"" Leroy Foster",https://en.wikipedia.org/wiki/Leroy_Foster_(musician)
Guitar Pete Franklin,https://en.wikipedia.org/wiki/Guitar_Pete_Franklin
Calvin Frazier,https://en.wikipedia.org/wiki/Calvin_Frazier
Denny Freeman,https://en.wikipedia.org/wiki/Denny_Freeman
Johnny Fuller,https://en.wikipedia.org/wiki/Johnny_Fuller_(musician)
Lowell Fulson,https://en.wikipedia.org/wiki/Lowell_Fulson
Bob Gaddy,https://en.wikipedia.org/wiki/Bob_Gaddy
Rory Gallagher,https://en.wikipedia.org/wiki/Rory_Gallagher
Clarence Garlow,https://en.wikipedia.org/wiki/Clarence_Garlow
Lee Gates,https://en.wikipedia.org/wiki/Lee_Gates
Lacy Gibson,https://en.wikipedia.org/wiki/Lacy_Gibson
Good Rockin' Charles,https://en.wikipedia.org/wiki/Good_Rockin%27_Charles
Henry Gray,https://en.wikipedia.org/wiki/Henry_Gray_(musician)
L.C. Green,https://en.wikipedia.org/wiki/L.C._Green
Peter Green,https://en.wikipedia.org/wiki/Peter_Green_(musician)
Guitar Nubbit,https://en.wikipedia.org/wiki/Guitar_Nubbit
Guitar Slim,https://en.wikipedia.org/wiki/Guitar_Slim
Buddy Guy,https://en.wikipedia.org/wiki/Buddy_Guy
Phil Guy,https://en.wikipedia.org/wiki/Phil_Guy
John P. Hammond,https://en.wikipedia.org/wiki/John_P._Hammond
James Harman,https://en.wikipedia.org/wiki/James_Harman
Harmonica Slim,https://en.wikipedia.org/wiki/Harmonica_Slim
Wynonie Harris,https://en.wikipedia.org/wiki/Wynonie_Harris
Shakey Jake Harris,https://en.wikipedia.org/wiki/Shakey_Jake_Harris
Little Hatch,https://en.wikipedia.org/wiki/Little_Hatch
Johnny Heartsman,https://en.wikipedia.org/wiki/Johnny_Heartsman
Duke Henderson,https://en.wikipedia.org/wiki/Duke_Henderson
Z. Z. Hill,https://en.wikipedia.org/wiki/Z._Z._Hill
Silas Hogan,https://en.wikipedia.org/wiki/Silas_Hogan
Smokey Hogg,https://en.wikipedia.org/wiki/Smokey_Hogg
John Dee Holeman,https://en.wikipedia.org/wiki/John_Dee_Holeman
Earl Hooker,https://en.wikipedia.org/wiki/Earl_Hooker
John Lee Hooker,https://en.wikipedia.org/wiki/John_Lee_Hooker
Lightnin' Hopkins,https://en.wikipedia.org/wiki/Lightnin%27_Hopkins
Big Walter Horton,https://en.wikipedia.org/wiki/Big_Walter_Horton
Howlin' Wolf,https://en.wikipedia.org/wiki/Howlin%27_Wolf
Long John Hunter,https://en.wikipedia.org/wiki/Long_John_Hunter
J. B. Hutto,https://en.wikipedia.org/wiki/J._B._Hutto
John Jackson,https://en.wikipedia.org/wiki/John_Jackson_(blues_musician)
Elmore James,https://en.wikipedia.org/wiki/Elmore_James
Etta James,https://en.wikipedia.org/wiki/Etta_James
Bobo Jenkins,https://en.wikipedia.org/wiki/Bobo_Jenkins
Jimmy Johnson,https://en.wikipedia.org/wiki/Jimmy_Johnson_(blues_guitarist)
Luther Johnson (Guitar Junior),https://en.wikipedia.org/wiki/Luther_Johnson_(Guitar_Junior)
"Luther ""Georgia Boy"" Johnson",https://en.wikipedia.org/wiki/Luther_%22Georgia_Boy%22_Johnson
Floyd Jones,https://en.wikipedia.org/wiki/Floyd_Jones
Little Sonny Jones,https://en.wikipedia.org/wiki/Little_Sonny_Jones
Moody Jones,https://en.wikipedia.org/wiki/Moody_Jones
Tail Dragger Jones,https://en.wikipedia.org/wiki/Tail_Dragger_Jones
Louis Jordan,https://en.wikipedia.org/wiki/Louis_Jordan
Kansas City Red,https://en.wikipedia.org/wiki/Kansas_City_Red
Jo Ann Kelly,https://en.wikipedia.org/wiki/Jo_Ann_Kelly
Junior Kimbrough,https://en.wikipedia.org/wiki/Junior_Kimbrough
Albert King,https://en.wikipedia.org/wiki/Albert_King
B.B. King,https://en.wikipedia.org/wiki/B.B._King
Earl King,https://en.wikipedia.org/wiki/Earl_King
Eddie King,https://en.wikipedia.org/wiki/Eddie_King_(musician)
Freddie King,https://en.wikipedia.org/wiki/Freddie_King
Little Freddie King,https://en.wikipedia.org/wiki/Little_Freddie_King
Bob Kirkpatrick,https://en.wikipedia.org/wiki/Bob_Kirkpatrick_(musician)
Alexis Korner,https://en.wikipedia.org/wiki/Alexis_Korner
Sammy Lawhorn,https://en.wikipedia.org/wiki/Sammy_Lawhorn
Lazy Lester,https://en.wikipedia.org/wiki/Lazy_Lester
Calvin Leavy,https://en.wikipedia.org/wiki/Calvin_Leavy
Lovie Lee,https://en.wikipedia.org/wiki/Lovie_Lee
Lefty Dizz,https://en.wikipedia.org/wiki/Lefty_Dizz
J. B. Lenoir,https://en.wikipedia.org/wiki/J._B._Lenoir
Lightnin' Slim,https://en.wikipedia.org/wiki/Lightnin%27_Slim
Hip Linkchain,https://en.wikipedia.org/wiki/Hip_Linkchain
Little Joe Blue,https://en.wikipedia.org/wiki/Little_Joe_Blue
Little Sonny,https://en.wikipedia.org/wiki/Little_Sonny
Little Walter,https://en.wikipedia.org/wiki/Little_Walter
Little Willie Littlefield,https://en.wikipedia.org/wiki/Little_Willie_Littlefield
John Littlejohn,https://en.wikipedia.org/wiki/John_Littlejohn
Lonesome Sundown,https://en.wikipedia.org/wiki/Lonesome_Sundown
Louisiana Red,https://en.wikipedia.org/wiki/Louisiana_Red
Willie Love,https://en.wikipedia.org/wiki/Willie_Love
Magic Sam,https://en.wikipedia.org/wiki/Magic_Sam
Magic Slim,https://en.wikipedia.org/wiki/Magic_Slim
J.J. Malone,https://en.wikipedia.org/wiki/J.J._Malone
Johnny Mars,https://en.wikipedia.org/wiki/Johnny_Mars
John Mayall,https://en.wikipedia.org/wiki/John_Mayall
Pete Mayes,https://en.wikipedia.org/wiki/Pete_Mayes
Percy Mayfield,https://en.wikipedia.org/wiki/Percy_Mayfield
Earring George Mayweather,https://en.wikipedia.org/wiki/Earring_George_Mayweather
Delbert McClinton,https://en.wikipedia.org/wiki/Delbert_McClinton
Jimmy McCracklin,https://en.wikipedia.org/wiki/Jimmy_McCracklin
Brownie McGhee,https://en.wikipedia.org/wiki/Brownie_McGhee
Memphis Slim,https://en.wikipedia.org/wiki/Memphis_Slim
Big Maceo Merriweather,https://en.wikipedia.org/wiki/Big_Maceo_Merriweather
Amos Milburn,https://en.wikipedia.org/wiki/Amos_Milburn
"Luke ""Long Gone"" Miles",https://en.wikipedia.org/wiki/Luke_%22Long_Gone%22_Miles
Roy Milton,https://en.wikipedia.org/wiki/Roy_Milton
Gatemouth Moore,https://en.wikipedia.org/wiki/Gatemouth_Moore
Johnny B. Moore,https://en.wikipedia.org/wiki/Johnny_B._Moore
Muddy Waters,https://en.wikipedia.org/wiki/Muddy_Waters
"Matt ""Guitar"" Murphy",https://en.wikipedia.org/wiki/Matt_%22Guitar%22_Murphy
Charlie Musselwhite,https://en.wikipedia.org/wiki/Charlie_Musselwhite
Sam Myers,https://en.wikipedia.org/wiki/Sam_Myers
Robert Nighthawk,https://en.wikipedia.org/wiki/Robert_Nighthawk
Andrew Odom,https://en.wikipedia.org/wiki/Andrew_Odom
Johnny Otis,https://en.wikipedia.org/wiki/Johnny_Otis
Junior Parker,https://en.wikipedia.org/wiki/Junior_Parker
Odie Payne,https://en.wikipedia.org/wiki/Odie_Payne
Dave Peabody,https://en.wikipedia.org/wiki/Dave_Peabody
Pinetop Perkins,https://en.wikipedia.org/wiki/Pinetop_Perkins
Rod Piazza,https://en.wikipedia.org/wiki/Rod_Piazza
Dan Pickett,https://en.wikipedia.org/wiki/Dan_Pickett_(musician)
Snooky Pryor,https://en.wikipedia.org/wiki/Snooky_Pryor
Doug Quattlebaum,https://en.wikipedia.org/wiki/Doug_Quattlebaum
Bonnie Raitt,https://en.wikipedia.org/wiki/Bonnie_Raitt
Jimmy Reed,https://en.wikipedia.org/wiki/Jimmy_Reed
Sonny Rhodes,https://en.wikipedia.org/wiki/Sonny_Rhodes
Fenton Robinson,https://en.wikipedia.org/wiki/Fenton_Robinson
Jimmie Lee Robinson,https://en.wikipedia.org/wiki/Jimmie_Lee_Robinson
Sonny Rodgers,https://en.wikipedia.org/wiki/Sonny_Rodgers
Jimmy Rogers,https://en.wikipedia.org/wiki/Jimmy_Rogers
Roomful of Blues,https://en.wikipedia.org/wiki/Roomful_of_Blues
Bobby Rush,https://en.wikipedia.org/wiki/Bobby_Rush_(musician)
Otis Rush,https://en.wikipedia.org/wiki/Otis_Rush
Son Seals,https://en.wikipedia.org/wiki/Son_Seals
Eddie Shaw,https://en.wikipedia.org/wiki/Eddie_Shaw
Roscoe Shelton,https://en.wikipedia.org/wiki/Roscoe_Shelton
Johnny Shines,https://en.wikipedia.org/wiki/Johnny_Shines
Frankie Lee Sims,https://en.wikipedia.org/wiki/Frankie_Lee_Sims
Drink Small,https://en.wikipedia.org/wiki/Drink_Small
Barkin' Bill Smith,https://en.wikipedia.org/wiki/Barkin%27_Bill_Smith
"George ""Harmonica"" Smith",https://en.wikipedia.org/wiki/George_%22Harmonica%22_Smith
"Moses ""Whispering"" Smith",https://en.wikipedia.org/wiki/Moses_%22Whispering%22_Smith
Robert Curtis Smith,https://en.wikipedia.org/wiki/Robert_Curtis_Smith
Smoky Babe,https://en.wikipedia.org/wiki/Smoky_Babe
Little Smokey Smothers,https://en.wikipedia.org/wiki/Little_Smokey_Smothers
"Otis ""Big Smokey"" Smothers",https://en.wikipedia.org/wiki/Otis_%22Big_Smokey%22_Smothers
Otis Spann,https://en.wikipedia.org/wiki/Otis_Spann
"Arthur ""Big Boy"" Spires",https://en.wikipedia.org/wiki/Arthur_%22Big_Boy%22_Spires
Arbee Stidham,https://en.wikipedia.org/wiki/Arbee_Stidham
Taj Mahal,https://en.wikipedia.org/wiki/Taj_Mahal_(musician)
Baby Tate,https://en.wikipedia.org/wiki/Baby_Tate_(guitarist)
Eddie Taylor,https://en.wikipedia.org/wiki/Eddie_Taylor
Hound Dog Taylor,https://en.wikipedia.org/wiki/Hound_Dog_Taylor
Koko Taylor,https://en.wikipedia.org/wiki/Koko_Taylor
Sam Taylor,https://en.wikipedia.org/wiki/Sam_Taylor_(saxophonist)
Sonny Terry,https://en.wikipedia.org/wiki/Sonny_Terry
Tabby Thomas,https://en.wikipedia.org/wiki/Tabby_Thomas
Big Mama Thornton,https://en.wikipedia.org/wiki/Big_Mama_Thornton
Luther Tucker,https://en.wikipedia.org/wiki/Luther_Tucker
Big Joe Turner,https://en.wikipedia.org/wiki/Big_Joe_Turner
Ike Turner,https://en.wikipedia.org/wiki/Ike_Turner
Titus Turner,https://en.wikipedia.org/wiki/Titus_Turner
Jimmie Vaughan,https://en.wikipedia.org/wiki/Jimmie_Vaughan
Stevie Ray Vaughan,https://en.wikipedia.org/wiki/Stevie_Ray_Vaughan
Mose Vinson,https://en.wikipedia.org/wiki/Mose_Vinson
"Johnny ""Big Moose"" Walker",https://en.wikipedia.org/wiki/Johnny_%22Big_Moose%22_Walker
T-Bone Walker,https://en.wikipedia.org/wiki/T-Bone_Walker
Baby Boy Warren,https://en.wikipedia.org/wiki/Baby_Boy_Warren
Willie D. Warren,https://en.wikipedia.org/wiki/Willie_D._Warren
Washboard Willie,https://en.wikipedia.org/wiki/Washboard_Willie
Boogie Bill Webb,https://en.wikipedia.org/wiki/Boogie_Bill_Webb
Junior Wells,https://en.wikipedia.org/wiki/Junior_Wells
"Golden ""Big"" Wheeler",https://en.wikipedia.org/wiki/Golden_%22Big%22_Wheeler
Lavelle White,https://en.wikipedia.org/wiki/Lavelle_White
Joe Willie Wilkins,https://en.wikipedia.org/wiki/Joe_Willie_Wilkins
Jody Williams,https://en.wikipedia.org/wiki/Jody_Williams_(blues_musician)
Johnny Williams,https://en.wikipedia.org/wiki/Johnny_Williams_(blues_musician)
Lester Williams,https://en.wikipedia.org/wiki/Lester_Williams_(musician)
Sonny Boy Williamson II,https://en.wikipedia.org/wiki/Sonny_Boy_Williamson_II
Alan Wilson,https://en.wikipedia.org/wiki/Alan_Wilson_(musician)
U.P. Wilson,https://en.wikipedia.org/wiki/U.P._Wilson
Johnny Winter,https://en.wikipedia.org/wiki/Johnny_Winter
Jimmy Witherspoon,https://en.wikipedia.org/wiki/Jimmy_Witherspoon
Big John Wrencher,https://en.wikipedia.org/wiki/Big_John_Wrencher
Billy Wright,https://en.wikipedia.org/wiki/Billy_Wright_(musician)
"Johnny ""Man"" Young",https://en.wikipedia.org/wiki/Johnny_%22Man%22_Young
Linsey Alexander,https://en.wikipedia.org/wiki/Linsey_Alexander
James Armstrong,https://en.wikipedia.org/wiki/James_Armstrong_(musician)
Dexter Allen,https://en.wikipedia.org/wiki/Dexter_Allen
Marcia Ball,https://en.wikipedia.org/wiki/Marcia_Ball
Chico Banks,https://en.wikipedia.org/wiki/Chico_Banks
L.V. Banks,https://en.wikipedia.org/wiki/L.V._Banks
Barrelhouse Chuck,https://en.wikipedia.org/wiki/Barrelhouse_Chuck
Tab Benoit,https://en.wikipedia.org/wiki/Tab_Benoit
"Terry ""Harmonica"" Bean",https://en.wikipedia.org/wiki/Terry_%22Harmonica%22_Bean
Chris Beard,https://en.wikipedia.org/wiki/Chris_Beard_(singer)
Adolphus Bell,https://en.wikipedia.org/wiki/Adolphus_Bell
Lurrie Bell,https://en.wikipedia.org/wiki/Lurrie_Bell
Eric Bibb,https://en.wikipedia.org/wiki/Eric_Bibb
Blind Mississippi Morris,https://en.wikipedia.org/wiki/Blind_Mississippi_Morris
Skeeter Brandon,https://en.wikipedia.org/wiki/Skeeter_Brandon
Ronnie Baker Brooks,https://en.wikipedia.org/wiki/Ronnie_Baker_Brooks
Jimmy Burns,https://en.wikipedia.org/wiki/Jimmy_Burns
Cedric Burnside,https://en.wikipedia.org/wiki/Cedric_Burnside
Charles Caldwell,https://en.wikipedia.org/wiki/Charles_Caldwell_(bluesman)
Karen Carroll,https://en.wikipedia.org/wiki/Karen_Carroll
William Clarke,https://en.wikipedia.org/wiki/William_Clarke_(musician)
