name,discogs_id,url,profile,genres,styles,releases_count,top_releases,source
T-Bone Walker,307262,https://www.discogs.com/artist/307262-T-Bone-Walker,"T-Bone Walker (born May 28, 1910, Linden, Texas, USA - died March 16, 1975, Los Angeles, California, USA) was an American blues guitarist, singer, songwriter and multi-instrumentalist. He began recording in 1929 and was one of the first artists to use an electric guitar in the 1930's. Perhaps his best known song is 1947's [i](They Call It) Stormy Monday[/i]. He was  posthumously inducted into the [i]Rock And Roll Hall of Fame[/i] in 1987 (Early Influence).
",[],[],0,"[{""title"": ""Strollin' With Tebow"", ""year"": 2023, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""T-Bone Jumps Again - More Singles As & Bs (Includes All His Greatest Chart Hits, 1947-1950)"", ""year"": 2020, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Five Classic Albums"", ""year"": 2020, ""type"": ""master"", ""role"": ""Main""}]",Discogs
Canned Heat,269094,https://www.discogs.com/artist/269094-Canned-Heat,Seminal American blues rock / boogie rock band founded in December 1965 in Los Angeles.,[],[],0,"[{""title"": ""'70 Concert Recorded Live In Europe"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Finyl Vinyl"", ""year"": 2024, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Live At Rockpalast 1998"", ""year"": 2022, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Mark Lanegan Band,267397,https://www.discogs.com/artist/267397-Mark-Lanegan-Band,,[],[],0,"[{""title"": ""Live At The Stone Pony, New Jersey"", ""year"": 2023, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Another Knock At The Door - Iyeara Remixes"", ""year"": 2020, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Knuckles - Live In Turnhout 2019"", ""year"": 2020, ""type"": ""master"", ""role"": ""Main""}]",Discogs
The Blues Band,969322,https://www.discogs.com/artist/969322-The-Blues-Band,"British blues band formed in 1979 around Paul Jones, former lead vocalist for Manfred Mann",[],[],0,"[{""title"": ""So Long"", ""year"": 2021, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""The Rooster Crowed"", ""year"": 2018, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""The Big Blues Band Live Album"", ""year"": 2017, ""type"": ""master"", ""role"": ""Main""}]",Discogs
Son House,313078,https://www.discogs.com/artist/313078-Son-House,"Born: March 21, 1902, Riverton, Mississippi, USA
Died: October 19, 1988, Detroit, Michigan, USA

Son was an American blues singer and guitarist. House pioneered an innovative style featuring strong, repetitive rhythms, often played with the aid of slide guitar, and his singing often incorporated elements of southern gospel and spiritual music.
",[],[],0,"[{""title"": ""Death Letter Blues"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Forever On My Mind"", ""year"": 2022, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Walking Blues"", ""year"": 2021, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Robert Johnson,272142,https://www.discogs.com/artist/272142-Robert-Johnson,"Legendary, influential delta blues guitarist, singer and songwriter.
Born: May 8, 1911, Hazlehurst, Mississippi
Died: August 16, 1938, Greenwood, Mississippi

Passed away at 27, leaving a widespread impact on music. Some of his songs have been credited to [a=Woody Payne (2)], also known as [a=T Colley]. Inducted into Rock And Roll Hall of Fame in 1986 (Early Influence).

Father of [a13326465].

[b]Note: For the [a=KC & The Sunshine Band] drummer, please use [a=Robert Johnson (3)].
For the English composer from the Renaissance, please use [a=Robert Johnson (9)].[/b]",[],[],0,"[{""title"": ""Country Blues"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""SWEET HOME CHICAGO"", ""year"": 2023, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Cross Road Blues"", ""year"": 2022, ""type"": ""release"", ""role"": ""Main""}]",Discogs
The Blues Project,252489,https://www.discogs.com/artist/252489-The-Blues-Project,"US American band from the Greenwich Village neighborhood of New York City that was formed in 1965 and originally split up in 1967.

Their songs drew from a wide array of musical styles. They are most remembered as one of the most artful practitioners of pop music, influenced as it was by folk, blues, rhythm & blues, jazz and the pop music of the day. On February 14, 2023, the group, still led by Steve Katz and Roy Blumenfeld, released a new collection of tunes, called ""Evolution"".",[],[],0,"[{""title"": ""Evolution"", ""year"": 2022, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Flute Thing / Do What You Gotta Do"", ""year"": 2020, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Batman And Robin"", ""year"": 2017, ""type"": ""master"", ""role"": ""Main""}]",Discogs
Billie Holiday,33589,https://www.discogs.com/artist/33589-Billie-Holiday,"American jazz singer and songwriter, born April 7, 1915, Philadelphia, Pennsylvania, USA, died July 17, 1959, New York City, New York, USA.

Daughter of jazz guitarist [a307209]. Godmother of [a=Mala Waldron] and [a41398].

She made her debut circa 1930 singing in various nightclubs in Harlem. In early 1933, the producer [a252830] heard her sing and was impressed by her talent. In 1935 he signed her to [l14624] Records. She made her first recordings with [a254768]. Also in 1935 she made her first appearance in a movie, with more roles in the 1940's. From 1939 she started recording songs with notable jazz artists of that time. In the 1950's, her voice was deteriorating as a result of unhappy relationships, heroin use and excessive drinking. In May 1959 she collapsed and was taken to the Metropolitan Hospital in New York City for treatment of liver and heart disease. She was arrested for heroin possession while she lay dying.

She was inducted into the Blues Hall of Fame in 1991 and the Rock And Roll Hall of Fame in 2000 (Early Influence).",[],[],0,"[{""title"": ""Greatest Hits (The Queen Of Jazz)"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""I Didn't Know (Dj Aakmael Mixx)"", ""year"": 2023, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Great Women Of Song"", ""year"": 2023, ""type"": ""master"", ""role"": ""Main""}]",Discogs
Willie Dixon,166684,https://www.discogs.com/artist/166684-Willie-Dixon,"American blues bassist, vocalist, songwriter, arranger and record producer, born 1 July 1915 in Vicksburg, Mississippi, USA, died 29 January 1992 in Burbank, California, USA.
Inducted into The Blues Foundation Hall of Fame in 1980.
Inducted into the Rock And Roll Hall of Fame in 1994 (Early Influence).
Inducted into the Songwriters Hall of Fame in 2015.
Often miscredited for writing ""Big Boss Man"" instead of [a=Luther Dixon] because he played bass on the [a=Jimmy Reed]'s recording. 
Married to [a=Marie Booker] / [a=Marie Dixon]",[],[],0,"[{""title"": ""Hard Notch Boogie Beat"", ""year"": 2022, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""The King's Highway"", ""year"": 2021, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""The Early Years: With Willie Dixon and Otis  Rush"", ""year"": 2021, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Memphis Slim,322322,https://www.discogs.com/artist/322322-Memphis-Slim,"American blues pianist, singer, and composer. 

Born John Len Chatman in Memphis, he adopted his father's name Peter, who was a blues musician. He moved to Chicago in the 1930s where he was mentored by [a307270], and began cutting sides as a leader in 1939 for [l62753] and [l20955]. Although performed under the name Memphis Slim, he published songs that he had written under the name [a1028318]. His prolific recording career also included sides for [l71637], [l33931], and [l34488], among many other labels. He moved to Paris in 1961, living there until his death in 1988.

Born: September 3, 1915 (Memphis, Tennessee).
Died: February 24, 1988 (Paris, France).",[],[],0,"[{""title"": ""'60/'61"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""The Reissued 1963 Blues Festival"", ""year"": 2024, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Rocks"", ""year"": 2023, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Sky Saxon Blues Band,1529159,https://www.discogs.com/artist/1529159-Sky-Saxon-Blues-Band,"American psychedelic garage rock band from Los Angeles, California (USA), fronted by [a306519] (real name Richard Elvern Marsh).",[],[],0,"[{""title"": ""A Full Spoon Of Seedy Blues"", ""year"": 1967, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""The Seeds - Pushin' Too Hard - Original Soundtrack"", ""year"": 2019, ""type"": ""release"", ""role"": ""TrackAppearance""}]",Discogs
Nina Simone,10584,https://www.discogs.com/artist/10584-Nina-Simone,"American singer, songwriter, pianist, composer, arranger and civil rights activist.

Born: 21 February 1933 in Tryon, North Carolina, USA.
Died: 21 April 2003 in Carry-le-Rouet, Bouches-du-Rhône, France (aged 70).

Nina was giving piano recitals after playing at her local church at an early age. Her childhood piano lessons were funded by her mother's employer and a local fund set up by her music teacher, so impressed were they by her talent.

She moved to Philadelphia aged 17, teaching piano and playing to raise the money for her studies at New York's renowned Juilliard School Of Music. To fund her family she worked in a bar in Atlantic City where she was also required to sing and built up a devoted following.

She recorded Gershwin's ""I Loves You Porgy"" which became a US Top 20 hit and transported her to a bigger stage, performing at [l280434] and the [l318621].

Her repertoire went on to embrace numerous civil rights anthems, a movement for which she was a passionate and prominent supporter. She left the US in the 1970s, moving first to Barbados, and some other places, including Africa and the Netherlands, before eventually settling in France where she died from cancer in 2003.

She won a Grammy Lifetime Achievement Award in 2017 and was inducted into the Rock and Roll Hall of Fame in 2018.

Mother of [a1559889].",[],[],0,"[{""title"": ""Blackbird (The Colpix Recordings) (1959 - 1963)"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Black Is The Color Of My True Loves Hair"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Just In Time"", ""year"": 2023, ""type"": ""release"", ""role"": ""Main""}]",Discogs
The Blues Train,2911981,https://www.discogs.com/artist/2911981-The-Blues-Train,,[],[],0,"[{""title"": ""The Blues Train"", ""year"": 1969, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Benicassim Blues Festival 2017"", ""year"": 2017, ""type"": ""release"", ""role"": ""TrackAppearance""}, {""title"": ""Fuzz, Psych & Surf - Garage Sounds Of The 60's"", ""year"": 2013, ""type"": ""release"", ""role"": ""TrackAppearance""}]",Discogs
John Lee Hooker,94557,https://www.discogs.com/artist/94557-John-Lee-Hooker,"American blues singer-songwriter and guitarist.
Born: August 22, 1912 in Tutwiler, Tallahatchie County, Mississippi, USA.
Died: June 21, 2001 in Los Altos, California, USA.

Some of his best known songs include ""Boogie Chillen'"" (1948), ""Crawling King Snake"" (1949), ""Dimples"" (1956), ""Boom Boom"" (1962), and ""One Bourbon, One Scotch, One Beer"" (1966). Several of his later albums, including The Healer (1989), Mr. Lucky (1991), Chill Out (1995), and Don't Look Back (1997), were album chart successes in the U.S. and UK.

Father of [a=John Lee Hooker, Jr.] (b. 1952 in Detroit, Michigan). Inducted into Rock And Roll Hall of Fame in 1991 (Performer).",[],[],0,"[{""title"": ""I'm In The Mood"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Beginnings"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""The Charcot Sessions"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}]",Discogs
B.B. King,37729,https://www.discogs.com/artist/37729-BB-King,"American blues singer, guitarist, and songwriter born September 16, 1925 near Itta Bena, Mississippi and died May 14, 2015, Las Vegas, Nevada. B.B. is an abbreviation for 'Blues Boy'.

King is one of the most influential blues musicians of all time, earning the nickname ""The King of the Blues."" He is considered one of the ""Three Kings of the Blues Guitar"" (along with [a=Albert King] and [a=Freddie King], none of whom are related). Since he started recording in the 1940s, he released over fifty albums. He previously worked as a tractor driver.

In his youth, he played on street corners for dimes, and would sometimes play in as many as four towns a night. In 1947, he hitchhiked to Memphis, TN, to pursue his music career. In Memphis, B.B. stayed with his cousin [a=Bukka White], one of the most celebrated blues performers of his time, who B.B. credits as one of his earliest mentors and teachers. King's first big break came in 1948 when he performed on [a=Sonny Boy Williamson]’s radio program on KWEM out of West Memphis. This radio performance led to steady engagements at the Sixteenth Avenue Grill in West Memphis and later to a ten-minute spot on the Memphis radio station WDIA. King's radio spot become so popular, it was expanded and became the “Sepia Swing Club.” As King worked at WDIA as a singer and disc jockey, he was given the catchy radio nickname ""Beale Street Blues Boy"", later shortened to ""Blues Boy"", and finally to ""B.B."" 

In the late 1940s and early 1950s, King was a part of the blues scene on Beale Street. ""Beale Street was where it all started for me"", King said. He performed with [a=Bobby Bland], [a=Johnny Ace], and [a=Earl Forest] in a group known as [a=The Beale Streeters]. In 1949, King made his recording debut on [l=Bullet (2)] ([l=Bullet Recording & Transcription Co.]) by issuing the single [url=https://www.discogs.com/release/7031392-BB-King-Miss-Martha-King-When-Your-Baby-Packs-Up-And-Goes]""Miss Martha King""[/url], which did not chart well. Later that year, he began a recording contract with Los Angeles-based [l=RPM Records (5)]. Many of King's early recordings were produced by [a=Sam Phillips (2)] (who later founded [l=Sun Record Company]). King's recording contract was followed by tours across the US, with performances in big city theatres as well as gigs in small clubs and juke joints in the southern United States. During one show in Twist, Arkansas, a fight broke out between two men and caused a fire. King evacuated with the rest of the crowd, but realizing he left his acoustic guitar inside, rushed back inside the burning building to retrieve it. He later discovered the two men were fighting over a woman named Lucille. Ever since, each one of B.B.’s trademark Gibson guitars has been called Lucille, as a reminder not to fight over women or run into any more burning buildings. 

In 1952, B.B. had a number one hit with “Three O’Clock Blues,” and began touring nationally soon after. 1956 became a record-breaking year, with 342 concerts booked and three recording sessions. That same year he founded his own record label, [l=Blues Boys Kingdom], with headquarters at Beale Street in Memphis. In 1962, King signed to [l=ABC-Paramount] Records, which was later absorbed into [l=MCA Records]. In November 1964, King recorded the [m=107099] album, considered to be one of his finest recordings. In 1968, B.B. played at the [l=Newport Folk Festival] and at [a=Bill Graham (2)]’s [l=Fillmore West] on bills with the hottest contemporary rock artists of the day who idolized B.B. and helped to introduce him to a young white audience. In 1969, B.B. was chosen by [a=The Rolling Stones] as the opening act for their American tour. He won a 1970 Grammy Award for his version of the song ""The Thrill Is Gone"", which was a hit on both the Pop and R&B charts. It also gained the number 183 spot in Rolling Stone magazine's 500 Greatest Songs of All Time. From the 1980s until his death in 2015, he maintained a highly visible and active career, appearing on numerous television shows and performing as much as 300 nights a year.

B.B. was inducted into the Blues Foundation Hall of Fame in 1984 and into the Rock And Roll Hall of Fame in 1987 (Performer).",[],[],0,"[{""title"": ""Let The Good Times Roll In Berlin"", ""year"": 2025, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Great Blues Works And Hits"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Blue Shadows - Outstanding Recordings, 1951-1962"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Sunao Wada Quartet,2615641,https://www.discogs.com/artist/2615641-Sunao-Wada-Quartet,,[],[],0,"[{""title"": ""Blues-Blues-Blues"", ""year"": 1977, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Blues World"", ""year"": 1974, ""type"": ""master"", ""role"": ""Main""}, {""title"": ""Coco's Blues"", ""year"": 1973, ""type"": ""master"", ""role"": ""Main""}]",Discogs
Isao Suzuki,1300593,https://www.discogs.com/artist/1300593-Isao-Suzuki,"Japanese jazz bassist, cellist, composer, arranger and bandleader. 

Born in Tokyo on January 2, 1933. Was a member of Art Blakey's Jazz Messengers in the early 1970s. Known in Japan as the 'Jazz Godfather'. Died March 8, 2022 in Kawasaki.",[],[],0,"[{""title"": ""Plays \""Ave Maria\"""", ""year"": 2015, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""New Alchemy"", ""year"": 2014, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Killer-Oma"", ""year"": 2012, ""type"": ""release"", ""role"": ""Main""}]",Discogs
Masaru Imada,661585,https://www.discogs.com/artist/661585-Masaru-Imada,"Masaru Imada (今田勝, Imada Masaru, born 21 March 1932) is a Japanese jazz pianist and composer. Imada was born in Tokyo on 21 March 1932. He had classical piano lessons. He played jazz in student bands while a student at Meiji University, after which he worked in business for a year. He then decided to pursue music professionally. From 1953 he was part of clarinetist Eiji Kitamura's band. Imada had his own trio from 1964. He formed Now'in, a fusion band, in 1984. He played internationally at jazz festivals from the 1970s. 

",[],[],0,"[{""title"": ""Tropical Sunset"", ""year"": 2024, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""50th Memorial Best Collection"", ""year"": 2006, ""type"": ""release"", ""role"": ""Main""}, {""title"": ""Conversation Father And Son"", ""year"": 1993, ""type"": ""release"", ""role"": ""Main""}]",Discogs
